response_id,age_group,gender,city_tier,primary_hair_concern,hairfall_severity,current_brand,satisfaction_score,willingness_to_pay_inr,purchase_frequency,ingredient_preference,feedback_text
RESP_0707,35-44,Female,Tier 1,Dryness,Mild (Seasonal),Head & Shoulders,3,699,Monthly,No Preference,Made my hair dry but stopped fall.
RESP_0708,45-54,Female,Tier 2,Hairfall,Moderate (Clumps),Mamaearth,6,499,Monthly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0709,35-44,Female,Tier 1,Dandruff,Moderate (Clumps),Generic/Ayurvedic,9,699,Bi-Monthly,Chemical/Scientific,Just marketing gimmicks.
RESP_0710,45-54,Male,Tier 2,Frizz,Moderate (Clumps),Tresemme,10,699,Quarterly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0711,25-34,Male,Tier 1,Dandruff,Severe (Visible Thinning),Dove,10,699,Bi-Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0712,35-44,Male,Tier 2,Hairfall,Mild (Seasonal),Mamaearth,4,499,Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0713,18-24,Male,Tier 2,Dryness,Mild (Seasonal),Pantene,3,699,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0714,25-34,Female,Tier 2,Hairfall,Moderate (Clumps),Generic/Ayurvedic,7,399,Bi-Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0715,45-54,Female,Tier 3,Hairfall,Mild (Seasonal),Mamaearth,1,699,Monthly,Chemical/Scientific,Good but causes dandruff.
RESP_0716,25-34,Male,Tier 3,Frizz,Mild (Seasonal),Generic/Ayurvedic,7,999,Bi-Monthly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0717,18-24,Female,Tier 1,Oily Scalp,Mild (Seasonal),Generic/Ayurvedic,8,250,Quarterly,Chemical/Scientific,I prefer natural smell.
RESP_0718,25-34,Female,Tier 2,Hairfall,Mild (Seasonal),Tresemme,3,699,Quarterly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0719,25-34,Male,Tier 1,Hairfall,Mild (Seasonal),Pantene,4,250,Quarterly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0720,18-24,Male,Tier 2,Dryness,Severe (Visible Thinning),Dove,2,699,Bi-Monthly,Chemical/Scientific,Good but causes dandruff.
RESP_0721,35-44,Female,Tier 2,Dandruff,Severe (Visible Thinning),Dove,4,499,Monthly,No Preference,I need a solution for post-partum hair loss.
RESP_0722,55+,Male,Tier 2,Hairfall,Mild (Seasonal),Tresemme,7,399,Quarterly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0723,55+,Male,Tier 2,Dryness,Mild (Seasonal),Pantene,6,699,Bi-Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0724,55+,Male,Tier 1,Frizz,Moderate (Clumps),Head & Shoulders,10,499,Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0725,35-44,Female,Tier 3,Dryness,Moderate (Clumps),Mamaearth,4,699,Quarterly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0726,25-34,Male,Tier 2,Hairfall,Severe (Visible Thinning),Head & Shoulders,7,399,Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0727,45-54,Male,Tier 3,Dandruff,Severe (Visible Thinning),Dove,4,499,Bi-Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0728,25-34,Male,Tier 1,Hairfall,Mild (Seasonal),Head & Shoulders,7,150,Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0729,18-24,Male,Tier 2,Dryness,Moderate (Clumps),Tresemme,6,399,Bi-Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0730,18-24,Female,Tier 3,Hairfall,Moderate (Clumps),Head & Shoulders,5,499,Bi-Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0731,55+,Male,Tier 1,Hairfall,Mild (Seasonal),Mamaearth,6,250,Quarterly,Chemical/Scientific,Good but causes dandruff.
RESP_0732,35-44,Female,Tier 2,Dryness,Mild (Seasonal),Dove,6,999,Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0733,25-34,Male,Tier 3,Hairfall,Severe (Visible Thinning),Generic/Ayurvedic,10,399,Quarterly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0734,25-34,Male,Tier 1,Hairfall,Severe (Visible Thinning),Dove,6,250,Quarterly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0735,35-44,Female,Tier 3,Hairfall,Moderate (Clumps),Dove,8,150,Bi-Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0736,45-54,Female,Tier 1,Dandruff,Severe (Visible Thinning),Tresemme,10,699,Quarterly,Chemical/Scientific,I prefer natural smell.
RESP_0737,45-54,Female,Tier 1,Hairfall,Severe (Visible Thinning),Pantene,10,150,Bi-Monthly,Chemical/Scientific,Just marketing gimmicks.
RESP_0738,35-44,Male,Tier 1,Hairfall,Moderate (Clumps),Head & Shoulders,9,499,Bi-Monthly,No Preference,Too expensive for daily use.
RESP_0739,18-24,Female,Tier 1,Dandruff,Mild (Seasonal),Dove,8,150,Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0740,18-24,Female,Tier 2,Dandruff,Mild (Seasonal),Head & Shoulders,5,150,Bi-Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0741,25-34,Male,Tier 1,Hairfall,Mild (Seasonal),Pantene,4,999,Quarterly,Chemical/Scientific,Just marketing gimmicks.
RESP_0742,25-34,Male,Tier 1,Hairfall,Moderate (Clumps),Pantene,6,250,Quarterly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0743,45-54,Female,Tier 3,Hairfall,Severe (Visible Thinning),Generic/Ayurvedic,4,499,Bi-Monthly,No Preference,Made my hair dry but stopped fall.
RESP_0744,25-34,Female,Tier 1,Hairfall,Moderate (Clumps),Dove,6,250,Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0745,25-34,Male,Tier 1,Hairfall,Mild (Seasonal),Pantene,9,250,Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0746,45-54,Male,Tier 1,Dryness,Moderate (Clumps),Mamaearth,1,699,Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0747,18-24,Female,Tier 1,Hairfall,Severe (Visible Thinning),Pantene,8,399,Quarterly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0748,18-24,Male,Tier 1,Oily Scalp,Moderate (Clumps),Pantene,8,150,Quarterly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0749,35-44,Male,Tier 1,Dryness,Mild (Seasonal),Tresemme,3,699,Quarterly,No Preference,I want something that actually stops hairfall.
RESP_0750,25-34,Female,Tier 3,Frizz,Severe (Visible Thinning),Generic/Ayurvedic,6,499,Bi-Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0751,18-24,Female,Tier 1,Hairfall,Severe (Visible Thinning),Mamaearth,4,399,Bi-Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0752,18-24,Male,Tier 2,Hairfall,Severe (Visible Thinning),Tresemme,4,499,Bi-Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0753,25-34,Male,Tier 1,Frizz,Moderate (Clumps),Generic/Ayurvedic,1,699,Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0754,45-54,Female,Tier 3,Hairfall,Severe (Visible Thinning),Head & Shoulders,5,399,Bi-Monthly,No Preference,I need a solution for post-partum hair loss.
RESP_0755,18-24,Male,Tier 1,Dandruff,Mild (Seasonal),Tresemme,3,699,Monthly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0756,25-34,Female,Tier 1,Hairfall,Mild (Seasonal),Mamaearth,3,699,Monthly,Chemical/Scientific,I prefer natural smell.
RESP_0757,25-34,Female,Tier 1,Hairfall,Severe (Visible Thinning),Generic/Ayurvedic,1,699,Monthly,No Preference,Nothing works on my scalp.
RESP_0758,25-34,Male,Tier 1,Hairfall,Severe (Visible Thinning),Generic/Ayurvedic,7,499,Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0759,25-34,Male,Tier 2,Hairfall,Mild (Seasonal),Tresemme,8,250,Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0760,35-44,Female,Tier 2,Hairfall,Mild (Seasonal),Pantene,10,399,Monthly,No Preference,I prefer natural smell.
RESP_0761,45-54,Female,Tier 2,Hairfall,Severe (Visible Thinning),Head & Shoulders,3,699,Quarterly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0762,45-54,Male,Tier 2,Hairfall,Severe (Visible Thinning),Generic/Ayurvedic,4,699,Quarterly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0763,25-34,Female,Tier 3,Oily Scalp,Moderate (Clumps),Generic/Ayurvedic,4,499,Bi-Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0764,35-44,Male,Tier 1,Oily Scalp,Severe (Visible Thinning),Generic/Ayurvedic,10,150,Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0765,35-44,Male,Tier 1,Dryness,Severe (Visible Thinning),Head & Shoulders,2,699,Quarterly,No Preference,Nothing works on my scalp.
RESP_0766,18-24,Male,Tier 1,Oily Scalp,Severe (Visible Thinning),Pantene,8,150,Quarterly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0767,25-34,Female,Tier 3,Dryness,Moderate (Clumps),Dove,1,699,Bi-Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0768,35-44,Male,Tier 1,Hairfall,Severe (Visible Thinning),Tresemme,10,250,Quarterly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0769,25-34,Female,Tier 2,Hairfall,Moderate (Clumps),Dove,9,999,Bi-Monthly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0770,45-54,Male,Tier 1,Frizz,Severe (Visible Thinning),Mamaearth,1,699,Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0771,35-44,Female,Tier 1,Dandruff,Severe (Visible Thinning),Pantene,5,999,Bi-Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0772,18-24,Female,Tier 2,Frizz,Mild (Seasonal),Dove,6,250,Quarterly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0773,45-54,Male,Tier 1,Hairfall,Mild (Seasonal),Tresemme,3,699,Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0774,25-34,Female,Tier 1,Dryness,Moderate (Clumps),Mamaearth,8,399,Bi-Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0775,35-44,Male,Tier 2,Hairfall,Mild (Seasonal),Tresemme,7,250,Bi-Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0776,18-24,Female,Tier 3,Dandruff,Mild (Seasonal),Mamaearth,6,250,Quarterly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0777,25-34,Female,Tier 3,Dandruff,Moderate (Clumps),Generic/Ayurvedic,4,699,Bi-Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0778,25-34,Male,Tier 1,Dandruff,Moderate (Clumps),Mamaearth,7,699,Bi-Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0779,35-44,Female,Tier 1,Dandruff,Moderate (Clumps),Generic/Ayurvedic,4,399,Quarterly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0780,25-34,Female,Tier 2,Dandruff,Severe (Visible Thinning),Generic/Ayurvedic,10,399,Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0781,18-24,Female,Tier 3,Hairfall,Moderate (Clumps),Dove,10,399,Quarterly,Chemical/Scientific,Good but causes dandruff.
RESP_0782,25-34,Male,Tier 2,Dandruff,Moderate (Clumps),Pantene,10,150,Bi-Monthly,No Preference,I need a solution for post-partum hair loss.
RESP_0783,25-34,Female,Tier 1,Frizz,Moderate (Clumps),Mamaearth,6,399,Bi-Monthly,No Preference,Too expensive for daily use.
RESP_0784,25-34,Female,Tier 1,Hairfall,Severe (Visible Thinning),Pantene,1,699,Bi-Monthly,Chemical/Scientific,I prefer natural smell.
RESP_0785,45-54,Male,Tier 2,Hairfall,Severe (Visible Thinning),Dove,2,699,Quarterly,Chemical/Scientific,Good but causes dandruff.
RESP_0786,45-54,Male,Tier 2,Frizz,Severe (Visible Thinning),Tresemme,8,250,Bi-Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0787,35-44,Female,Tier 3,Hairfall,Mild (Seasonal),Tresemme,6,399,Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0788,18-24,Female,Tier 1,Hairfall,Moderate (Clumps),Head & Shoulders,9,499,Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0789,18-24,Male,Tier 3,Hairfall,Moderate (Clumps),Mamaearth,8,499,Monthly,No Preference,I prefer natural smell.
RESP_0790,25-34,Female,Tier 3,Dandruff,Mild (Seasonal),Generic/Ayurvedic,2,699,Bi-Monthly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0791,45-54,Female,Tier 2,Hairfall,Moderate (Clumps),Generic/Ayurvedic,1,699,Bi-Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0792,35-44,Female,Tier 2,Dandruff,Severe (Visible Thinning),Mamaearth,3,699,Bi-Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0793,35-44,Female,Tier 2,Oily Scalp,Moderate (Clumps),Generic/Ayurvedic,9,499,Bi-Monthly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0794,25-34,Female,Tier 1,Frizz,Severe (Visible Thinning),Head & Shoulders,3,699,Bi-Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0795,25-34,Male,Tier 2,Frizz,Severe (Visible Thinning),Mamaearth,1,699,Quarterly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0796,45-54,Female,Tier 1,Oily Scalp,Severe (Visible Thinning),Head & Shoulders,1,699,Bi-Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0797,18-24,Female,Tier 2,Hairfall,Severe (Visible Thinning),Mamaearth,3,699,Bi-Monthly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0798,18-24,Female,Tier 2,Frizz,Mild (Seasonal),Head & Shoulders,5,250,Bi-Monthly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0799,25-34,Male,Tier 1,Frizz,Moderate (Clumps),Dove,6,250,Quarterly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0800,18-24,Female,Tier 1,Hairfall,Moderate (Clumps),Mamaearth,3,699,Bi-Monthly,Chemical/Scientific,I prefer natural smell.
RESP_0801,18-24,Female,Tier 3,Hairfall,Severe (Visible Thinning),Generic/Ayurvedic,8,250,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0802,55+,Female,Tier 2,Hairfall,Moderate (Clumps),Mamaearth,9,250,Bi-Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0803,35-44,Female,Tier 1,Hairfall,Mild (Seasonal),Generic/Ayurvedic,5,150,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0804,18-24,Female,Tier 1,Hairfall,Moderate (Clumps),Head & Shoulders,1,699,Monthly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0805,25-34,Male,Tier 1,Dryness,Moderate (Clumps),Pantene,10,399,Bi-Monthly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0806,25-34,Female,Tier 1,Hairfall,Moderate (Clumps),Dove,7,150,Quarterly,Chemical/Scientific,Nothing works on my scalp.
RESP_0807,55+,Female,Tier 1,Hairfall,Mild (Seasonal),Mamaearth,1,699,Monthly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0808,25-34,Female,Tier 1,Hairfall,Mild (Seasonal),Pantene,7,499,Quarterly,Chemical/Scientific,Too expensive for daily use.
RESP_0809,25-34,Male,Tier 1,Hairfall,Severe (Visible Thinning),Dove,5,499,Bi-Monthly,No Preference,Good but causes dandruff.
RESP_0810,45-54,Female,Tier 2,Hairfall,Mild (Seasonal),Mamaearth,6,250,Bi-Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0811,18-24,Female,Tier 3,Hairfall,Mild (Seasonal),Head & Shoulders,8,399,Bi-Monthly,Chemical/Scientific,Too expensive for daily use.
RESP_0812,25-34,Male,Tier 2,Hairfall,Mild (Seasonal),Head & Shoulders,1,699,Bi-Monthly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0813,35-44,Female,Tier 1,Hairfall,Severe (Visible Thinning),Tresemme,4,250,Bi-Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0814,25-34,Male,Tier 1,Frizz,Mild (Seasonal),Pantene,10,150,Quarterly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0815,25-34,Female,Tier 1,Hairfall,Mild (Seasonal),Tresemme,7,999,Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0816,18-24,Female,Tier 3,Dandruff,Moderate (Clumps),Mamaearth,6,399,Monthly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0817,25-34,Male,Tier 2,Hairfall,Severe (Visible Thinning),Mamaearth,3,699,Quarterly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0818,25-34,Female,Tier 1,Dandruff,Mild (Seasonal),Tresemme,1,699,Quarterly,No Preference,Nothing works on my scalp.
RESP_0819,35-44,Female,Tier 1,Hairfall,Severe (Visible Thinning),Head & Shoulders,1,699,Bi-Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0820,35-44,Female,Tier 1,Hairfall,Moderate (Clumps),Tresemme,8,150,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0821,18-24,Female,Tier 3,Hairfall,Moderate (Clumps),Pantene,1,699,Quarterly,Chemical/Scientific,Good but causes dandruff.
RESP_0822,18-24,Female,Tier 2,Dandruff,Mild (Seasonal),Dove,10,250,Quarterly,Chemical/Scientific,Good but causes dandruff.
RESP_0823,18-24,Male,Tier 1,Hairfall,Moderate (Clumps),Tresemme,6,399,Quarterly,Chemical/Scientific,I prefer natural smell.
RESP_0824,25-34,Male,Tier 3,Frizz,Moderate (Clumps),Pantene,9,399,Monthly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0825,45-54,Female,Tier 2,Dandruff,Mild (Seasonal),Dove,10,250,Monthly,No Preference,Good but causes dandruff.
RESP_0826,35-44,Female,Tier 2,Dandruff,Mild (Seasonal),Tresemme,3,699,Quarterly,Chemical/Scientific,Just marketing gimmicks.
RESP_0827,18-24,Male,Tier 3,Hairfall,Mild (Seasonal),Pantene,9,399,Quarterly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0828,25-34,Female,Tier 1,Dandruff,Severe (Visible Thinning),Tresemme,3,699,Bi-Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0829,18-24,Male,Tier 2,Frizz,Moderate (Clumps),Mamaearth,9,499,Bi-Monthly,Chemical/Scientific,Too expensive for daily use.
RESP_0830,45-54,Female,Tier 1,Hairfall,Moderate (Clumps),Head & Shoulders,10,250,Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0831,18-24,Male,Tier 1,Dandruff,Mild (Seasonal),Head & Shoulders,6,999,Monthly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0832,25-34,Female,Tier 3,Hairfall,Severe (Visible Thinning),Tresemme,7,699,Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0833,35-44,Male,Tier 2,Hairfall,Mild (Seasonal),Generic/Ayurvedic,5,150,Quarterly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0834,25-34,Female,Tier 2,Hairfall,Severe (Visible Thinning),Head & Shoulders,9,499,Bi-Monthly,No Preference,I need a solution for post-partum hair loss.
RESP_0835,55+,Male,Tier 1,Dryness,Mild (Seasonal),Mamaearth,3,699,Monthly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0836,35-44,Female,Tier 2,Oily Scalp,Mild (Seasonal),Head & Shoulders,4,399,Quarterly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0837,18-24,Female,Tier 2,Dandruff,Severe (Visible Thinning),Generic/Ayurvedic,3,699,Quarterly,Chemical/Scientific,I prefer natural smell.
RESP_0838,18-24,Female,Tier 1,Dandruff,Severe (Visible Thinning),Generic/Ayurvedic,6,250,Monthly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0839,35-44,Female,Tier 1,Dryness,Mild (Seasonal),Tresemme,2,699,Quarterly,Chemical/Scientific,Just marketing gimmicks.
RESP_0840,25-34,Female,Tier 3,Dandruff,Mild (Seasonal),Dove,5,499,Bi-Monthly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0841,25-34,Male,Tier 1,Hairfall,Mild (Seasonal),Pantene,2,699,Bi-Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0842,25-34,Female,Tier 1,Hairfall,Severe (Visible Thinning),Head & Shoulders,1,699,Quarterly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0843,25-34,Male,Tier 2,Hairfall,Moderate (Clumps),Generic/Ayurvedic,8,399,Quarterly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0844,25-34,Female,Tier 3,Dandruff,Mild (Seasonal),Tresemme,6,399,Monthly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0845,25-34,Female,Tier 2,Hairfall,Mild (Seasonal),Dove,1,699,Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0846,45-54,Male,Tier 2,Oily Scalp,Mild (Seasonal),Tresemme,8,399,Bi-Monthly,No Preference,I want something that actually stops hairfall.
RESP_0847,55+,Female,Tier 1,Frizz,Mild (Seasonal),Head & Shoulders,1,699,Bi-Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0848,35-44,Male,Tier 3,Dryness,Mild (Seasonal),Pantene,1,699,Quarterly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0849,25-34,Female,Tier 3,Hairfall,Severe (Visible Thinning),Head & Shoulders,8,399,Bi-Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0850,18-24,Male,Tier 2,Hairfall,Severe (Visible Thinning),Mamaearth,1,699,Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0851,18-24,Female,Tier 1,Hairfall,Severe (Visible Thinning),Mamaearth,3,699,Bi-Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0852,25-34,Female,Tier 1,Hairfall,Severe (Visible Thinning),Dove,3,699,Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0853,25-34,Male,Tier 1,Hairfall,Severe (Visible Thinning),Dove,10,499,Quarterly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0854,45-54,Female,Tier 3,Hairfall,Severe (Visible Thinning),Tresemme,3,699,Bi-Monthly,Chemical/Scientific,I prefer natural smell.
RESP_0855,55+,Male,Tier 3,Dryness,Mild (Seasonal),Dove,4,699,Bi-Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0856,45-54,Female,Tier 1,Dryness,Severe (Visible Thinning),Head & Shoulders,3,699,Bi-Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0857,45-54,Male,Tier 3,Hairfall,Mild (Seasonal),Tresemme,3,699,Monthly,No Preference,Just marketing gimmicks.
RESP_0858,55+,Female,Tier 2,Dandruff,Moderate (Clumps),Pantene,8,399,Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0859,35-44,Female,Tier 3,Hairfall,Severe (Visible Thinning),Pantene,6,499,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0860,18-24,Female,Tier 2,Hairfall,Severe (Visible Thinning),Pantene,7,399,Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0861,18-24,Male,Tier 1,Hairfall,Mild (Seasonal),Dove,1,699,Quarterly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0862,55+,Male,Tier 1,Hairfall,Mild (Seasonal),Pantene,3,699,Bi-Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0863,35-44,Female,Tier 2,Hairfall,Severe (Visible Thinning),Tresemme,6,499,Bi-Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0864,25-34,Male,Tier 1,Hairfall,Moderate (Clumps),Generic/Ayurvedic,3,699,Quarterly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0865,35-44,Male,Tier 1,Hairfall,Moderate (Clumps),Tresemme,1,699,Monthly,Chemical/Scientific,I prefer natural smell.
RESP_0866,18-24,Female,Tier 1,Oily Scalp,Moderate (Clumps),Pantene,1,699,Bi-Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0867,25-34,Female,Tier 2,Dryness,Moderate (Clumps),Pantene,8,499,Bi-Monthly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0868,35-44,Male,Tier 2,Hairfall,Severe (Visible Thinning),Head & Shoulders,7,399,Bi-Monthly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0869,25-34,Male,Tier 1,Frizz,Severe (Visible Thinning),Pantene,5,499,Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0870,35-44,Female,Tier 1,Hairfall,Moderate (Clumps),Tresemme,5,399,Bi-Monthly,No Preference,I need a solution for post-partum hair loss.
RESP_0871,55+,Male,Tier 3,Hairfall,Mild (Seasonal),Dove,1,699,Monthly,No Preference,Too expensive for daily use.
RESP_0872,35-44,Female,Tier 1,Dandruff,Mild (Seasonal),Head & Shoulders,1,699,Bi-Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0873,35-44,Female,Tier 1,Oily Scalp,Moderate (Clumps),Dove,6,150,Monthly,Chemical/Scientific,Too expensive for daily use.
RESP_0874,25-34,Female,Tier 3,Hairfall,Moderate (Clumps),Dove,1,699,Bi-Monthly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0875,18-24,Male,Tier 2,Oily Scalp,Mild (Seasonal),Dove,3,699,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0876,25-34,Female,Tier 1,Hairfall,Severe (Visible Thinning),Pantene,4,499,Bi-Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0877,25-34,Male,Tier 2,Hairfall,Severe (Visible Thinning),Tresemme,4,399,Monthly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0878,35-44,Male,Tier 2,Dandruff,Severe (Visible Thinning),Head & Shoulders,4,699,Quarterly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0879,25-34,Female,Tier 1,Frizz,Moderate (Clumps),Pantene,1,699,Quarterly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0880,18-24,Female,Tier 1,Hairfall,Severe (Visible Thinning),Generic/Ayurvedic,3,699,Bi-Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0881,25-34,Female,Tier 3,Oily Scalp,Mild (Seasonal),Pantene,2,699,Quarterly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0882,25-34,Male,Tier 3,Hairfall,Mild (Seasonal),Generic/Ayurvedic,4,399,Bi-Monthly,No Preference,Just marketing gimmicks.
RESP_0883,25-34,Female,Tier 2,Dandruff,Mild (Seasonal),Dove,8,250,Quarterly,No Preference,I prefer natural smell.
